H,r1,r2,K,SC,SS,CH
0.00017235865746858267,0.7339393660792994,0.9758248684314995,2.193777867870186,-1.2534284737403156,2.7471876718095145,0
0.0003962877787948582,0.23189477192639488,0.49577132439513744,2.9780869171150433,-0.44315943644925987,2.6484387037723494,0
0.0005971832838301833,0.29046282196829254,0.8733902688545023,3.1995533933767426,0.18958762138624033,2.4248712130791152,0
0.0004498492444450026,0.8875142773776463,1.3979913850505754,2.991719712277757,1.250454133637571,2.1374182187135937,0
0.0008874343632970708,0.5388887118100715,0.9980794506484191,3.15992605743391,1.1238062259182258,2.2597671229551968,0
0.0005111457218172884,0.27844550313321753,0.5250039499258605,3.038178047403161,1.0368425861508057,2.4254404508317875,0
0.0005493381598513864,0.2648458572697638,0.5085376432968938,2.862345581853201,0.984164381337366,2.4383143866393375,0
0.000459876931319632,0.2833921998942885,0.4628254196028045,2.9546883356077323,0.9787127072931313,2.4035126032450145,0
0.0007143435751009646,0.5812249865906537,1.010073302686576,2.5697233579446945,1.1085145001287333,2.1913583094013944,0
0.0005546490712925155,0.33061919224852665,0.6552611022031357,2.9917882498124677,1.0749511435838162,2.3895916728854716,0
0.00042098495910961037,0.32303102486629226,0.6581530520260818,3.281530913705684,1.116618767798857,2.432410334600601,0
0.0005552728180903202,0.2573767604374627,0.5025097683315126,3.1685579407003415,0.9643159594713991,2.516345756678002,0
0.00031584498496664017,0.4356748310128321,0.5331404795197424,2.923228203146985,0.8235560645818376,2.5203517499896564,0
0.0004108319284850023,0.37810076029769546,0.5662981879407447,2.5786131255763065,0.7732707869849749,2.489616996897201,0
0.000517497850679845,0.24958457183822783,0.4838599110185354,3.009606208817177,0.8682405788504473,2.505870052716732,0
0.0005213179926027319,0.20822749828717665,0.5110076717741227,3.1508163230226316,0.3567201785928272,2.5738482043948316,0
0.0003497653463335587,0.18369595833551414,0.46434939876030473,3.697163805859086,0.487126941691753,2.5764086172595455,0
0.00037768832241146156,0.30612293624396575,0.6956977558866078,3.2035902192398593,0.9729198295998696,2.4851388049315717,0
0.0005763162348223546,0.19911468782056096,0.44299051377856424,2.8650224930872175,0.9185187798274858,2.511319868041996,0
0.00036175575182380634,0.2932393838378713,0.5174983882703179,3.384275699755098,0.9925626184829871,2.5011307795658055,0
0.0003605603529193498,0.19656348196008525,0.3480781785190031,3.3541952750767265,0.9511929845838083,2.525669055056274,0
0.0004466598958696776,0.33610899581122833,0.6122520617954078,3.371743128027122,0.9222226980128568,2.5109664569546726,0
0.00035905975005015014,0.8534147943391431,1.3405253143980242,2.9627462298946328,1.2006074022096898,2.2607526155889706,0
0.0003507827016206406,0.7693241080812993,1.1256055990743832,2.9534270072466855,1.1321969981413391,2.3182251454501936,0
0.0004401961868851326,0.640263656926863,0.9781622136094251,3.655449136655448,1.0886402670475581,2.3352025863764867,0
0.00030793736096560283,0.26111757576153144,0.4082576076733972,3.2718070820585514,0.8461318443265977,2.561658629455289,0
0.00029157191203353844,0.64846153972557,0.8925790925605472,3.1398888935904488,0.9922004849258541,2.4573860240067584,0
0.0004069867642179467,1.051412999341964,1.6978464602845929,2.792923277998784,1.2139193100708179,2.2350336496815792,0
0.00032115794148197005,0.7208168745589376,1.1270074081327361,3.035427131850488,1.1452609959612277,2.3506385989158973,0
0.0003324955747738553,0.4486967714649102,0.6792145809118166,3.0834760033973807,0.9146216308793024,2.5224632292883014,0
0.00036422966679095273,0.8147410719708261,1.227019667319922,3.016792167081382,1.1770137621510817,2.2966459215289476,0
0.0004107331035468327,0.7345846826047885,1.1243192196171143,3.0062988178131893,1.1808820542832377,2.3304126362726403,0
0.0003615710334656466,0.7877395721221973,1.3555299747525682,3.133628931476479,1.0778688454632448,2.319230372253447,0
0.00034233337698554337,1.024263963289904,1.9016419998597858,3.429415978800224,1.2641632790242523,2.134821418962498,0
0.0003071946026981473,0.7570295008472334,1.35306145028351,3.527588986668832,1.0961600307125692,2.318163408814932,0
0.0002649408191609253,0.38040724689084854,0.593698553991309,3.7657870542747545,-0.878538271205199,2.5115390318894084,0
0.0003030748720503037,0.7838687442563765,1.0763991551618415,3.2558898824908966,0.9822303576470995,2.3973340070811773,0
0.0002259332922609738,1.2770992908897312,1.5656951748282968,3.219548980781324,1.2804682011614443,2.1957679155598875,0
0.00016358498116911905,1.179961053649924,1.555594279017651,3.718473468025777,1.2257801504696775,2.2420780883891736,0
0.0001428677387108081,1.3812245495285387,1.9988500177990647,4.199838927712332,1.26051466951587,2.1310753254682773,0
0.00013816465085981147,1.6170158562514694,2.1034815228512853,4.481694709302364,1.1362301807971438,2.1856053353908385,0
0.00013500461027763364,1.9275610100890102,2.6253960698183456,3.8428314706638314,1.3631072230761416,1.9939101866609459,0
0.0007643010978755701,0.8302326152578141,2.706688414085172,2.6328060008850924,1.064821934162941,1.4091444671583977,0
0.00022900087276081068,1.7626690261477505,6.8276222148102885,4.148542249373519,1.605331502979527,1.6788087723632503,1
0.00015991394854321882,1.8194874980014988,7.038798570820521,5.148133752788899,1.6182949952021286,1.6292325642284358,1
0.00018963164818253084,1.9365612605562386,7.4052204703111935,4.572632514778443,1.6280627351693944,1.628468457821555,1
0.00010327842982574928,1.9571727170352828,7.832206917512507,7.2448731673490645,1.657331431558553,1.5755579134906141,1
8.612341137126926e-05,2.031250645573059,8.841511347069245,9.106241373845503,1.6364139473766461,1.5954013056256295,1
0.0001541943581493325,2.195970246584753,9.08850700992147,5.0855813066778115,1.6180113920189847,1.6474293706416427,1
0.00015014046918353905,2.1258529666962738,9.099220387597484,5.0759871956937825,1.613201662879342,1.6416582753417694,1
0.00011535898449893194,2.336333853977839,9.022952840430406,6.966307373443448,1.6012360190441945,1.680227671418124,1
0.0001385059558212792,2.4339990999589753,8.735556078085157,5.884518021933747,1.6047554053868784,1.6939863382582623,1
0.00011827277705464644,2.400226251048125,9.019926239474916,6.751379572114524,1.6170668755972408,1.674825130717825,1
0.00012962627899693562,2.5961657086856023,8.527216131454782,6.217090504644358,1.628599290900036,1.693685638674141,1
0.00010859211618262662,2.4260651440665617,9.117968114690418,8.231961896645299,1.6290600313838706,1.6683214554039905,1
9.026940311047386e-05,2.2434319932754474,8.795101342974034,8.337124541837536,1.6388869753607407,1.644825721904554,1
0.00014417796931114087,2.471981730824197,8.698951171422959,5.426504616883844,1.637924352234928,1.6753728570519806,1
0.00011291542067314142,2.444080450406701,9.011147684424031,6.996857288599672,1.629875166236002,1.6695377992960736,1
9.5210726765713e-05,2.416053912899503,9.173395178896516,8.53812862463393,1.636470057294406,1.6616882132484279,1
0.00010891802446105027,2.300424919199514,8.696656846948386,6.544361215808919,1.6407521675685408,1.6515835202823848,1
9.389589867732848e-05,2.302660194145313,8.22786704841686,6.926160058913605,1.646673441569606,1.6402373207831078,1
0.00010276506995795342,2.2898014924446417,8.603847735168129,7.116893299987004,1.6367018258684614,1.6478186028595094,1
0.00020113979091258637,2.215603564034199,8.153389663548127,3.9384166006214607,1.6402701440198586,1.6233059516261277,1
0.00021097086596019092,2.2931306455993714,8.169208906497897,3.908222598166257,1.638921560580135,1.6420591902681985,1
0.00021585753593852082,2.3812673305788126,8.416863062595981,4.029611502851052,1.6395411486638973,1.6606102378537277,1
0.00011235084802186942,2.2595727781338186,8.443816776637425,8.615285876567077,1.655304942657146,1.6225196870447347,1
0.00010286936779617964,2.224281576009069,8.478146279384035,6.936608618461943,1.666499729639631,1.6140883157682562,1
0.00010769483501617574,2.191008502027891,8.077957113141794,6.745969295497338,1.657706795300679,1.6093955121433925,1
8.733068858025298e-05,2.163754985445112,8.1983109271095,7.70111931517996,1.661588075320809,1.602896727683259,1
0.00017432761518236512,2.2704265709030143,8.708568565915684,4.68358900806517,1.6600084017936814,1.6263366782976179,1
8.256009682249132e-05,2.206846728487105,8.629823057879742,8.612648334711869,1.6717372219620403,1.6061560069539558,1
0.00012072452576298971,2.2194880896166316,8.6118843745733,6.362962322715239,1.6690320206441567,1.606353819602124,1
0.0001029696139278413,2.2593468333494284,8.883072418912745,7.11830788346243,1.6625633625867722,1.6209354831441825,1
0.00011375848317210088,2.2278003036483858,9.337125921612289,7.11131647305317,1.6617841279230374,1.6220434148272849,1
0.0001779474310026526,2.2193453649360557,8.93667291871146,4.664512151413128,1.6595281356760925,1.6212725218717736,1
9.830471399737209e-05,2.162275894930958,8.443675710067348,7.382742033257975,1.6551506093119646,1.6039072670027614,1
0.00010434075422677123,2.2439030430579825,8.665646513832032,7.414674138238628,1.6631360748932251,1.6211320244218217,1
0.00021436958641393174,2.209331547292929,8.708235265624248,4.03757980738525,1.6556752600604352,1.6209371466279088,1
8.901147754263039e-05,2.266980806298519,8.997203532355805,7.812160492553055,1.6643866929480522,1.6229663610213707,1
0.00017849836643380626,2.2808171902442904,8.897790352059767,4.772729546547185,1.6578977140975577,1.6312949056380042,1
9.866807307051222e-05,2.1756029239008905,8.96427426439041,7.938390864589455,1.6683925003819757,1.6038216605160576,1
0.00015046408462558286,2.169635151528127,8.45911969450134,5.0712142728174445,1.6595877455798347,1.6041916415186708,1
0.00020906581062467896,2.1537995978789795,8.383309523514823,3.684889961048526,1.6546443971349722,1.603151089747203,1
0.00013361629325865968,2.183494923854246,8.099190475583127,5.559475420526765,1.6670028804837493,1.598543228683833,1
0.00010380763539932178,2.1401461157658854,8.44448816356877,7.0078001145531,1.6677919366488962,1.593876949535647,1
9.033583981018073e-05,2.1105159861417535,8.56177631490382,7.415725583744453,1.6736504927131335,1.584462102156738,1
0.00014180903312083917,2.19445633995743,8.424056698301813,5.171911647317463,1.6697604950371205,1.6015603301407857,1
0.00011518147265827456,2.1247969595012637,8.648964955238872,6.199834235833831,1.668973439206815,1.5911174434734086,1
0.00022917187890195427,2.2311883740803906,9.167288354442677,3.6168036568176802,1.6656907108527215,1.624187856866749,1
9.333386653607359e-05,2.073109467631683,8.280244417257297,7.200810925352834,1.6656210445924176,1.5762621003465969,1
0.00012228338868431883,1.5405332689183853,5.721239357756951,5.891888296486089,1.6385699171095334,1.6489514615316592,1
0.00047471866894540103,0.31522416703137723,0.7990424925511015,2.52831745446154,-0.5717216570809824,2.55256437840578,0
0.00033893522539306945,0.18246630464121638,0.8780961352655557,3.154614334194087,0.6626930398074036,2.61353024447219,0
0.0004815806228352391,0.9261079018624566,3.351442148600485,3.1066791676719334,1.3965679302186924,2.0112203305033747,0
0.00044023817568958004,1.2078105132308492,3.7866395154161885,3.2228307649743804,1.50880620276118,1.8699473660116985,0
0.0004614188180641496,0.6326232712084433,2.0725664776351,3.392293702119473,1.20964323196888,2.270127464529896,0
0.00032866016001876564,0.6278827731145565,2.167277976018606,4.103781162213141,1.187193982018374,2.272781495790302,0
0.0003710332692212886,0.6503586788031349,2.18008677725496,3.903349349894366,1.2048675175047705,2.248340865292132,0
0.0004083515149924532,0.6589851598554151,2.2078700469934054,3.620433854517442,1.1953527380805502,2.250368366172942,0
0.00023593974263403907,0.7852085404878651,2.736051012451508,5.805195753237731,1.2587609470027785,2.2058426158873545,0
0.0004387614562012571,0.8121020480304957,2.785789209158551,3.395891423107567,1.2339887364588729,2.151004133680246,0
0.0003773857696944767,0.8642595559738652,2.703873238468559,4.058772085789358,1.3529288984907428,2.0377274275838215,0
0.00032529982432824437,1.4621435202504662,3.9588638040057726,3.635688714425986,1.5436020336380587,1.8245632207034217,0
0.0003387389541630017,1.0496324317618606,3.1931615923341705,3.906691177698798,1.3880574878314835,1.9949691902522533,0
0.00034604094583017003,0.4711572477889465,1.5179123554640759,3.231409442344173,1.2108201251798225,2.2662145186912634,0
0.000503419863292332,0.5361369193302276,1.7452455142084629,3.339700542250037,1.186094269805196,2.2596491121993547,0
0.0003386647115743019,0.9734175322481349,2.653428510628249,3.479339598327688,1.4003545279499758,1.9951077893362241,0
0.00033778484002673344,1.1055938072444054,2.88798533246779,3.494217900757391,1.4468622649361569,1.920172608622422,0
0.0002814507519559345,1.1555373928195158,3.0081374912193293,4.731429259332209,1.4417609603342831,1.9625967102630795,0
0.0003432941232922565,1.1904389470340637,3.1916170661639844,3.650631144493917,1.4206350272923591,1.9736356051197386,0
0.0002857566123487415,0.7237648312761943,2.0834575654512917,4.0045549870465695,1.2917991708960244,2.1236427423265196,0
0.0002662880408681705,0.8236325755296346,2.2744369486280815,4.3028061796462,1.2712060375351375,2.100470559172297,0
0.00030552034641961304,0.8377768421268836,1.5381495112089347,3.4904659247184386,1.2146858685328397,2.250556109164321,0
0.000254601428279846,0.9777191292398022,2.1812936523052193,3.8012106580486873,1.2859647047975575,2.119541938804743,0
0.00017544143560607332,0.6681920475707618,1.776248103929516,4.641690276785518,1.1534448714419125,2.2823427980364457,0
0.00033317230296288776,0.7942349148966723,1.8373517453198245,4.002520777360246,1.243825975847871,2.142869245093422,0
0.00024905284510061843,1.146651659027698,2.387263098979142,3.6012989700059874,1.3693343719335886,2.0556036529818447,0
0.00027961870030469984,1.0237512548937284,1.9293389937031957,3.759016604619825,1.3093914849801398,2.1531433575457393,0
0.0003170978267348451,1.0013752073439164,1.8663435090995126,4.052786142409381,1.2689646463472828,2.1866023162193042,0
0.00019776013814660622,1.2261544902590673,2.735155081636583,4.713983365812267,1.3997576627070576,2.0378290899202187,0
0.00014674932239011214,1.0892259482573183,2.3072533330645277,6.099208465671034,1.3126448131223405,2.1497788437148273,0
0.000213474668429624,1.0646888308719238,2.1890926274139852,3.9982639508302698,1.303363403399726,2.147462889115406,0
0.00027629263565495703,1.046474978442091,2.013617875605149,3.690995279833278,1.2544318956882081,2.2340844562324755,0
0.00020545600508954222,1.1485293136536292,2.3776855743425607,4.637133354464135,1.3254250311592277,2.1067887319672836,0
0.00025451836545005473,1.0846580094697487,2.3079650574682873,3.9884949060018298,1.333620155433153,2.107395621006202,0
0.00026239561321630034,1.128508493140046,2.416039997496064,3.684908998640052,1.344343978636715,2.1037870297419294,0
0.0002750733719730055,1.0602624544112589,2.4062680140493065,4.069013842065558,1.3160808355777978,2.1246817560876696,0
0.00021799728830357607,1.127807039249255,2.32980575911158,4.060669383732666,1.3576123409682004,2.0857003839944137,0
0.00020847869591005745,1.1837823688387386,2.6112088642104725,4.439673725410325,1.359690909858055,2.0769224294201694,0
0.0003440868649507835,1.1740689506214173,2.5525615241718524,3.3269449475634993,1.4301333184159697,1.980564631695463,0
0.0002535811185333387,1.278483640302396,3.0248822218182707,4.098595031347929,1.4362628655515768,1.991239374626028,0
0.00023175945025693005,1.1322280823363773,2.898327839794396,4.5988269644839335,1.4074916484148055,2.013235068485872,0
0.0003450157266421405,1.3171856973561944,3.3399753504066276,3.5143963792906665,1.4755264273173163,1.9329520077682574,0
0.00022939158847038946,1.1705350111516293,2.918172406247341,4.311102099657276,1.444712013329956,1.9451505434768073,0
0.00026083178385027776,1.1604574875874072,3.324652846764984,4.204620019933026,1.400130599940901,2.002336133263906,0
0.00036412071610038564,1.122204402688326,2.987562941955326,3.3237508270190386,1.3535517778231643,2.0513178470640363,0
0.0003871869011705644,1.1631094537329592,3.5514601117405755,3.6753932059006136,1.4282775730525428,1.965391485288959,0
0.0003499400344432445,1.1860258417560805,3.1733669225543952,3.477316456006296,1.4254039058877115,1.9816553980917988,0
0.00021762615809046458,1.0641234501136847,2.729125489647074,4.602904145617916,1.3837810919702813,2.027535800216919,0
0.0003467547611871741,1.0678385090703726,3.0507117459933397,3.650677461088705,1.3594721326807855,2.0419737752447458,0
0.0003054071627239437,1.3342797852977595,3.5126245379981307,3.6986166024096345,1.4789450324666662,1.9194991109754114,0
0.00040283948158206686,0.7322148155416329,2.024802721505421,3.306861127948238,1.2334183039703073,2.1903239857762955,0
0.0003836705439218005,1.1811042632983504,3.8439789020493413,3.886283691494346,1.3104233083157564,1.9904749796662735,0
0.00038509588948415084,1.3309280895194748,4.722478615219197,3.89136361194671,1.4909366966787916,1.8263529380802308,0
0.00024000892903626979,1.3173890216998905,3.9196828778168333,4.232605602901644,1.4228335929976337,1.9598908303199527,0
0.0003584188847288368,1.1780169037957617,3.404580985645265,3.638194806317529,1.3958984001722867,2.005424019318322,0
0.00044915154813365046,1.0443102184012585,3.17826528452212,3.713474867868327,1.3659011702381663,2.0507769398640074,0
0.00033549859476965117,1.0616689508338835,3.085892589493244,3.494009979992836,1.3811766923752742,2.0489930676208705,0
0.0003291815254617396,1.1388995302803164,3.7266322916675416,3.9085974915996227,1.3827373457173193,1.9823774618670058,0
0.0003009344190555984,1.2926514654167838,4.045231863611569,4.0351687179979105,1.4695925211711782,1.9217192712000009,0
0.00024379013585615304,1.2279719039029813,3.4157601034482914,4.334495377360035,1.4158857106618934,2.0114266189190415,0
0.0003854060244950541,1.2397248426972847,3.51904999541934,3.879764435066406,1.453000615701642,1.9728582531769836,0
0.00024188995015535106,1.331657591739992,3.535019142370621,4.3661592757373135,1.4681946657391516,1.9602216897461602,0
0.00029267706722446176,1.2222466411742876,2.9300463475207477,3.569561960551732,1.3472174806294177,2.0771481543535244,0
0.00016997164198332895,1.205306273197653,2.8351493647551735,4.937801527190225,1.3838381691691333,2.0670101429696377,0
0.0002231756362083225,1.431992858725673,2.9043523843182624,3.5930192003454313,1.3843258422532443,2.0650120497184776,0
0.00014435574579888034,1.2521919108091253,2.2204634298104002,4.691362957529187,1.3209767802276149,2.158448182279782,0
0.0001738814961098367,0.8008265159619321,1.108523391930041,4.515468573641933,0.09502226708704706,2.4817255850645856,0
0.0002089646702751433,3.4041895505474185,6.958043303457343,5.920279278677556,1.4985938561754295,1.6902843497878528,1
0.00015642963973238458,3.0986676660689274,7.281535664927637,8.043998037348628,1.563465468525552,1.6362479019050749,1
5.52458848229143e-05,2.610631531045903,8.86685040829805,17.435826532586816,1.631038019857636,1.5961134412741553,1
0.00010024427428496709,2.9708760636620033,8.17928649227457,11.673269725124008,1.562834033005247,1.6429046057337757,1
0.00014693764823374978,3.507403794500759,7.510399884253365,7.911968580772814,1.4829746454429926,1.7224061270498359,1
0.0002594658169397143,2.7301646169960305,8.131186255203183,5.550166015960026,1.633179405705023,1.5814524198601891,1
0.00021094493833359254,2.4314133048253694,6.345358947498455,6.646997994092752,1.6825077326978557,1.5009175714982812,1
0.00023913899184392843,2.5234394065958385,6.268885547651212,5.56291767225225,1.6721893118453444,1.51670509136436,1
0.00022116976031721954,2.794921275289173,7.1621136620640105,6.046606821395622,1.6668985233500702,1.5598565839455893,1
0.0003266588325788104,2.336636142751888,6.256939492521059,4.831250605820398,1.6662894102596009,1.4963380492207317,1
0.0002036005340521157,2.1926002057808973,5.884306241376657,6.60082014622583,1.6901982880119444,1.4566082935464433,1
0.00020456095736464612,2.271408081853773,6.313344724002743,6.323549962044305,1.6855137940378695,1.4794093703881932,1
0.00012485774237552566,2.1679094343124055,5.79692225861342,11.016972734398061,1.6954795796293622,1.450271923505575,1
0.0001898246431218081,2.1295270366906123,5.78868663073507,7.155669697432158,1.6987806036890551,1.443493924074379,1
0.00017697028019740622,2.1428641238700243,5.812464595362072,7.427528855488311,1.6963051236478557,1.446810643374162,1
0.00013160192627644966,2.1336831483530374,5.8061034240420915,9.649772927774084,1.6996631643616538,1.4434332158526317,1
0.00017083430983688295,2.1195428036860275,5.829665294086352,7.509148803737457,1.6975734459970329,1.4424505811314956,1
0.0002078538545851742,2.120923157132193,5.801039846901588,6.193244219197161,1.6964060123972076,1.4446172920380695,1
0.0002563226752196392,2.1400606069428045,5.7603227799551835,5.4871882091943185,1.6899326232806373,1.4484472435102291,1
0.00012702030283789396,2.14949881560964,5.777335997752919,11.424856650727433,1.697164119279384,1.4474318141775016,1
0.00015312238976044313,2.157582269413983,5.868009714295757,9.066422049739197,1.697632611277092,1.4492242325547067,1
0.00016387200350106502,2.177109914929246,5.8701240748664265,7.767890956513582,1.6938046244733602,1.4535483042884352,1
0.00027586259664236543,2.2130706224762102,6.081536822568615,4.702267676461199,1.6973851247192224,1.4627879914658914,1
0.00021938549416033643,2.1408353727127274,5.863460840586821,5.54014507784982,1.703874122155001,1.446347092541265,1
0.00023445819084852088,2.1499965204142684,5.911617590535463,5.412231706353329,1.7154763714231578,1.4454963797303388,1
0.00023858501734276444,2.15410753606492,5.883480663078431,5.379280140668412,1.6997007210929775,1.4511716762616873,1
0.0001460342498924646,2.113754577545029,5.776300666397033,9.061250835072885,1.7033869896397795,1.4417395630224057,1
0.00019471321863199055,2.1356685107249014,5.813659994305331,6.575401439561961,1.7020643994348321,1.4439820167232669,1
0.00016293163061222157,2.1939899656425483,5.995383451955155,7.746203226729974,1.6976679250435427,1.4579997925653945,1
0.00024215389235078387,2.1917870580956795,5.903627460353625,5.453520518807387,1.6867149083157735,1.4599439372495704,1
0.0001548066165407353,2.3048255454468873,5.97778438245717,9.093655706312125,1.6746655268470139,1.4811472793289118,1
0.00017983922783752844,2.325673229202597,6.0424429934722514,7.792312130702553,1.6817958078146698,1.4819186946014304,1
0.0002425046192322471,2.1782992501596596,5.920520991521525,5.373809221267473,1.6756813476206265,1.466301054249317,1
0.00014119989150996194,2.363947698759401,6.3313185611121465,7.527901622285539,1.67476283315642,1.4957855322814775,1
0.0002446516449657888,2.355871010529545,6.184560225035166,5.350737555042286,1.6775457606653148,1.4906211629371675,1
0.00018202629045414024,2.2103552541579727,5.833136047030498,6.777716479123939,1.6909366533936823,1.4585097574760404,1
0.000153819231567819,2.199393984293916,6.175846475621959,7.769405572589583,1.6981478308984845,1.4611776834306924,1
0.0001578810150302846,2.188420966394904,6.152612587656022,8.11794197067145,1.6824297992900104,1.4670702047575916,1
0.0001327888690980071,2.7566673773965222,6.846671165890628,8.408693578126215,1.6411438894406138,1.5663735733131745,1
0.00020193814245046858,2.3828910322278984,6.17307730156127,6.578411575137298,1.6685225635810768,1.499054509365324,1
0.0001498921031418331,2.345270632352562,6.4376604286100045,8.347979518840926,1.6737060181138887,1.4989520964947367,1
0.00011052064473856366,3.0193931007949897,7.712135256075586,8.698778369029487,1.602688335335389,1.6393632859934912,1
0.0001606745374421031,3.9266400889810495,7.021046136449327,6.962996983347992,1.554636448292534,1.7112132320119524,1
0.00012157533027758259,3.2239574589620106,7.091795600023634,9.756597868423594,1.5931019369449988,1.6415141604202312,1
0.0001263196634533658,2.518137055009838,7.327188636028471,8.508736806556982,1.6504665866803714,1.5564510088877006,1
0.00016534885202877441,3.5715941759316343,7.2349001277261715,7.020972557856669,1.557246109674697,1.693506359897367,1
0.00021763258000426138,3.5453435880339583,7.237728193077371,4.920292791132099,1.5608871597514802,1.6894006508819146,1
9.04022953280791e-05,3.2209154983551374,7.4935372761572285,11.481284572544954,1.5899859887148584,1.651819817071527,1
0.0001136833542924301,3.3296984144583512,7.582298401798669,8.935907616411525,1.5823685255401279,1.6663013849853978,1
9.552871972563136e-05,3.165053900760782,7.706357698118085,9.783067626975871,1.5886035926621407,1.6566168405161341,1
0.00015058905924769498,3.237514125968056,7.857492378412122,6.539416299254366,1.5846318290544354,1.6674322335242895,1
0.00019267171915960242,3.379443176946903,7.414431589260837,5.480588471650541,1.573658214417801,1.671813694415707,1
9.029858325967842e-05,2.915111320785354,7.327123381771347,13.014544783735897,1.577298181056774,1.6287739099816936,1
9.973602720409848e-05,3.072158322317058,8.381830484351578,7.662952957553416,1.577363396734141,1.694119916441335,1
0.00021191683322255398,1.921287864225335,2.5189288717558798,7.651380878186406,1.1797793635551705,2.1082780915615333,1
